date,tier1_organizer,tier1_type,tier1_location,tier1_registration,tier2_organizer,tier2_type,tier2_calendar_type,tier2_location,match_found,similarity_score,normalized_tier1,normalized_tier2,notes
2025-09-11 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,IjzendijkeAanvang: 0900,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke Aanvang: 0900,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-12 00:00:00,Stichting Jachthonden Zuid-Holland regio Gouda,KNJV,RottemerenKooilaan 32665 KR Bleiswijk,Inschrijven,Nederlandse Vereniging Langhaar i.s.m: Vereniging de Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,NO,0.483,stichting jachthonden zuidholland regio gouda,nederlandse vereniging langhaar ism vereniging de drentsche patrijshond email protected,Potential match
2025-09-12 00:00:00,Stichting Jachthonden Zuid-Holland regio Gouda,KNJV,RottemerenKooilaan 32665 KR Bleiswijk,Inschrijven,Stichting Jachthonden Zuid-Holland regio Gouda [email protected],SJP,Jachthondenproef,Rottemeren Kooilaan 3 2665 KR Bleiswijk,YES,0.738,stichting jachthonden zuidholland regio gouda,stichting jachthonden zuidholland regio gouda email protected,Potential match
2025-09-12 00:00:00,Nederlandse Vereniging Langhaari.s.m: Vereniging de Drentsche Patrijshond,veldwedstrijd,Ijzendijke,Inschrijven,Nederlandse Vereniging Langhaar i.s.m: Vereniging de Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.805,nederlandse vereniging langhaarism vereniging de drentsche patrijshond,nederlandse vereniging langhaar ism vereniging de drentsche patrijshond email protected,Potential match
2025-09-12 00:00:00,Nederlandse Vereniging Langhaari.s.m: Vereniging de Drentsche Patrijshond,veldwedstrijd,Ijzendijke,Inschrijven,Stichting Jachthonden Zuid-Holland regio Gouda [email protected],SJP,Jachthondenproef,Rottemeren Kooilaan 3 2665 KR Bleiswijk,YES,0.971,nederlandse vereniging langhaarism vereniging de drentsche patrijshond,stichting jachthonden zuidholland regio gouda email protected,Potential match
2025-09-13 00:00:00,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club",veldwedstrijd,Wolphaartsdijk,Inschrijven,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club [email protected]",Veldwedstrijd,Veldwedstrijd,Wolphaartsdijk,YES,0.812,engelse springer club welsh springer spaniel club cocker spaniel club,engelse springer club welsh springer spaniel club cocker spaniel club email protected,Potential match
2025-09-13 00:00:00,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club",veldwedstrijd,Wolphaartsdijk,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.884,engelse springer club welsh springer spaniel club cocker spaniel club,nederlandse vereniging langhaar email protected,Potential match
2025-09-13 00:00:00,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club",veldwedstrijd,Wolphaartsdijk,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],SJP,Jachthondenproef,De Kooihoeve Tiendweg 9 4152 GC Rhenoy Aanvang: 08.00,YES,0.884,engelse springer club welsh springer spaniel club cocker spaniel club,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-13 00:00:00,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club",veldwedstrijd,Wolphaartsdijk,Inschrijven,Vereniging De Weimarse Staande Hond [email protected],SJP,Jachthondenproef,Putten Schremmersteeg 2 3882 SE Putten Aanvang: 08:00,YES,0.899,engelse springer club welsh springer spaniel club cocker spaniel club,vereniging de weimarse staande hond email protected,Potential match
2025-09-13 00:00:00,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club",veldwedstrijd,Wolphaartsdijk,Inschrijven,KNJV Provincie Noord-Brabant Stichting Jachthonden training Den Bosch [email protected],SJP,Jachthondenproef,"Landgoed Bleijendijk Bleijendijk 5 Vught Aanvang: 6,45",YES,0.774,engelse springer club welsh springer spaniel club cocker spaniel club,knjv provincie noordbrabant stichting jachthonden training den bosch email protected,Potential match
2025-09-13 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Ijzendijke,Inschrijven,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club [email protected]",Veldwedstrijd,Veldwedstrijd,Wolphaartsdijk,NO,0.353,nederlandse vereniging langhaar,engelse springer club welsh springer spaniel club cocker spaniel club email protected,Potential match
2025-09-13 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Ijzendijke,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-13 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Ijzendijke,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],SJP,Jachthondenproef,De Kooihoeve Tiendweg 9 4152 GC Rhenoy Aanvang: 08.00,NO,0.500,nederlandse vereniging langhaar,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-13 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Ijzendijke,Inschrijven,Vereniging De Weimarse Staande Hond [email protected],SJP,Jachthondenproef,Putten Schremmersteeg 2 3882 SE Putten Aanvang: 08:00,YES,0.608,nederlandse vereniging langhaar,vereniging de weimarse staande hond email protected,Potential match
2025-09-13 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Ijzendijke,Inschrijven,KNJV Provincie Noord-Brabant Stichting Jachthonden training Den Bosch [email protected],SJP,Jachthondenproef,"Landgoed Bleijendijk Bleijendijk 5 Vught Aanvang: 6,45",NO,0.369,nederlandse vereniging langhaar,knjv provincie noordbrabant stichting jachthonden training den bosch email protected,Potential match
2025-09-13 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,KNJV,De KooihoeveTiendweg 94152 GC RhenoyAanvang: 08.00,Inschrijven,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club [email protected]",Veldwedstrijd,Veldwedstrijd,Wolphaartsdijk,YES,0.506,jachthondentrainingsgroep stichting t sticht,engelse springer club welsh springer spaniel club cocker spaniel club email protected,Potential match
2025-09-13 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,KNJV,De KooihoeveTiendweg 94152 GC RhenoyAanvang: 08.00,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.915,jachthondentrainingsgroep stichting t sticht,nederlandse vereniging langhaar email protected,Potential match
2025-09-13 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,KNJV,De KooihoeveTiendweg 94152 GC RhenoyAanvang: 08.00,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],SJP,Jachthondenproef,De Kooihoeve Tiendweg 9 4152 GC Rhenoy Aanvang: 08.00,YES,0.733,jachthondentrainingsgroep stichting t sticht,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-13 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,KNJV,De KooihoeveTiendweg 94152 GC RhenoyAanvang: 08.00,Inschrijven,Vereniging De Weimarse Staande Hond [email protected],SJP,Jachthondenproef,Putten Schremmersteeg 2 3882 SE Putten Aanvang: 08:00,YES,0.843,jachthondentrainingsgroep stichting t sticht,vereniging de weimarse staande hond email protected,Potential match
2025-09-13 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,KNJV,De KooihoeveTiendweg 94152 GC RhenoyAanvang: 08.00,Inschrijven,KNJV Provincie Noord-Brabant Stichting Jachthonden training Den Bosch [email protected],SJP,Jachthondenproef,"Landgoed Bleijendijk Bleijendijk 5 Vught Aanvang: 6,45",YES,0.524,jachthondentrainingsgroep stichting t sticht,knjv provincie noordbrabant stichting jachthonden training den bosch email protected,Potential match
2025-09-13 00:00:00,Vereniging De Weimarse Staande Hond,KNJV,PuttenSchremmersteeg 23882 SE PuttenAanvang: 08:00,Inschrijven,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club [email protected]",Veldwedstrijd,Veldwedstrijd,Wolphaartsdijk,NO,0.400,vereniging de weimarse staande hond,engelse springer club welsh springer spaniel club cocker spaniel club email protected,Potential match
2025-09-13 00:00:00,Vereniging De Weimarse Staande Hond,KNJV,PuttenSchremmersteeg 23882 SE PuttenAanvang: 08:00,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.723,vereniging de weimarse staande hond,nederlandse vereniging langhaar email protected,Potential match
2025-09-13 00:00:00,Vereniging De Weimarse Staande Hond,KNJV,PuttenSchremmersteeg 23882 SE PuttenAanvang: 08:00,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],SJP,Jachthondenproef,De Kooihoeve Tiendweg 9 4152 GC Rhenoy Aanvang: 08.00,YES,0.550,vereniging de weimarse staande hond,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-13 00:00:00,Vereniging De Weimarse Staande Hond,KNJV,PuttenSchremmersteeg 23882 SE PuttenAanvang: 08:00,Inschrijven,Vereniging De Weimarse Staande Hond [email protected],SJP,Jachthondenproef,Putten Schremmersteeg 2 3882 SE Putten Aanvang: 08:00,YES,0.686,vereniging de weimarse staande hond,vereniging de weimarse staande hond email protected,Potential match
2025-09-13 00:00:00,Vereniging De Weimarse Staande Hond,KNJV,PuttenSchremmersteeg 23882 SE PuttenAanvang: 08:00,Inschrijven,KNJV Provincie Noord-Brabant Stichting Jachthonden training Den Bosch [email protected],SJP,Jachthondenproef,"Landgoed Bleijendijk Bleijendijk 5 Vught Aanvang: 6,45",NO,0.405,vereniging de weimarse staande hond,knjv provincie noordbrabant stichting jachthonden training den bosch email protected,Potential match
2025-09-13 00:00:00,KNJV Provincie Noord-BrabantStichting Jachthonden training Den Bosch,KNJV,"Landgoed BleijendijkBleijendijk 5VughtAanvang: 6,45",Inschrijven,"Engelse Springer Club, Welsh Springer Spaniel Club, Cocker Spaniel Club [email protected]",Veldwedstrijd,Veldwedstrijd,Wolphaartsdijk,YES,0.741,knjv provincie noordbrabantstichting jachthonden training den bosch,engelse springer club welsh springer spaniel club cocker spaniel club email protected,Potential match
2025-09-13 00:00:00,KNJV Provincie Noord-BrabantStichting Jachthonden training Den Bosch,KNJV,"Landgoed BleijendijkBleijendijk 5VughtAanvang: 6,45",Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke,YES,0.910,knjv provincie noordbrabantstichting jachthonden training den bosch,nederlandse vereniging langhaar email protected,Potential match
2025-09-13 00:00:00,KNJV Provincie Noord-BrabantStichting Jachthonden training Den Bosch,KNJV,"Landgoed BleijendijkBleijendijk 5VughtAanvang: 6,45",Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],SJP,Jachthondenproef,De Kooihoeve Tiendweg 9 4152 GC Rhenoy Aanvang: 08.00,YES,0.910,knjv provincie noordbrabantstichting jachthonden training den bosch,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-13 00:00:00,KNJV Provincie Noord-BrabantStichting Jachthonden training Den Bosch,KNJV,"Landgoed BleijendijkBleijendijk 5VughtAanvang: 6,45",Inschrijven,Vereniging De Weimarse Staande Hond [email protected],SJP,Jachthondenproef,Putten Schremmersteeg 2 3882 SE Putten Aanvang: 08:00,YES,0.910,knjv provincie noordbrabantstichting jachthonden training den bosch,vereniging de weimarse staande hond email protected,Potential match
2025-09-13 00:00:00,KNJV Provincie Noord-BrabantStichting Jachthonden training Den Bosch,KNJV,"Landgoed BleijendijkBleijendijk 5VughtAanvang: 6,45",Inschrijven,KNJV Provincie Noord-Brabant Stichting Jachthonden training Den Bosch [email protected],SJP,Jachthondenproef,"Landgoed Bleijendijk Bleijendijk 5 Vught Aanvang: 6,45",YES,0.798,knjv provincie noordbrabantstichting jachthonden training den bosch,knjv provincie noordbrabant stichting jachthonden training den bosch email protected,Potential match
2025-09-14 00:00:00,Nederlandse Teckel Club,veldwedstrijd,SandenburgDoornAanvang: 8.00,Inschrijven,Nederlandse Teckel Club [email protected],Veldwedstrijd,Veldwedstrijd,Sandenburg Doorn Aanvang: 8.00,YES,0.590,nederlandse teckel club,nederlandse teckel club email protected,Potential match
2025-09-15 00:00:00,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla',veldwedstrijd,WillemstadAanvang: 08:30,Inschrijven,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla' [email protected],Veldwedstrijd,Veldwedstrijd,Willemstad Aanvang: 08:30,YES,0.784,nederlandse vereniging van hongaarse staande honden vizsla,nederlandse vereniging van hongaarse staande honden vizsla email protected,Potential match
2025-09-15 00:00:00,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla',veldwedstrijd,WillemstadAanvang: 08:30,Inschrijven,Nederlandse Grote Munsterlander Vereniging [email protected],Veldwedstrijd,Veldwedstrijd,Nieuw Buinen Zuiderdiep 42 9521 AT  Buinen Aanvang: 9.00,YES,0.948,nederlandse vereniging van hongaarse staande honden vizsla,nederlandse grote munsterlander vereniging email protected,Potential match
2025-09-15 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw BuinenZuiderdiep 429521 AT  BuinenAanvang: 9.00,Inschrijven,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla' [email protected],Veldwedstrijd,Veldwedstrijd,Willemstad Aanvang: 08:30,YES,0.554,nederlandse grote munsterlander vereniging,nederlandse vereniging van hongaarse staande honden vizsla email protected,Potential match
2025-09-15 00:00:00,Nederlandse Grote Munsterlander Vereniging,veldwedstrijd,Nieuw BuinenZuiderdiep 429521 AT  BuinenAanvang: 9.00,Inschrijven,Nederlandse Grote Munsterlander Vereniging [email protected],Veldwedstrijd,Veldwedstrijd,Nieuw Buinen Zuiderdiep 42 9521 AT  Buinen Aanvang: 9.00,YES,0.724,nederlandse grote munsterlander vereniging,nederlandse grote munsterlander vereniging email protected,Potential match
2025-09-16 00:00:00,Bracco Italiano Club,veldwedstrijd,St JacobiparochieSt Jacobiparochie,Inschrijven,Bracco Italiano Club [email protected],Veldwedstrijd,Veldwedstrijd,St Jacobiparochie St Jacobiparochie,YES,0.556,bracco italiano club,bracco italiano club email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,De Heen,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,De Heen,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,De Heen,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Budel Aanvang: 8.30,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,De Heen,Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg 19 4697GM St. Annaland Aanvang: 9.00,NO,0.463,nederlandse vereniging langhaar,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,BudelAanvang: 8.30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,De Heen,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,BudelAanvang: 8.30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Budel Aanvang: 8.30,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,BudelAanvang: 8.30,Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg 19 4697GM St. Annaland Aanvang: 9.00,NO,0.463,nederlandse vereniging langhaar,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,veldwedstrijd,St. AnnalandF.M. Boogaardweg 194697GM St. AnnalandAanvang: 9.00,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,De Heen,YES,0.922,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,veldwedstrijd,St. AnnalandF.M. Boogaardweg 194697GM St. AnnalandAanvang: 9.00,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Budel Aanvang: 8.30,YES,0.922,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging langhaar email protected,Potential match
2025-09-17 00:00:00,Nederlandse Vereniging van Heidewachtel Liefhebbers,veldwedstrijd,St. AnnalandF.M. Boogaardweg 194697GM St. AnnalandAanvang: 9.00,Inschrijven,Nederlandse Vereniging van Heidewachtel Liefhebbers [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg 19 4697GM St. Annaland Aanvang: 9.00,YES,0.761,nederlandse vereniging van heidewachtel liefhebbers,nederlandse vereniging van heidewachtel liefhebbers email protected,Potential match
2025-09-18 00:00:00,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla',veldwedstrijd,WillemstadAanvang: 08:30,Inschrijven,Nederlandse Vereniging van Hongaarse Staande Honden 'Vizsla' [email protected],Veldwedstrijd,Veldwedstrijd,Willemstad Aanvang: 08:30,YES,0.784,nederlandse vereniging van hongaarse staande honden vizsla,nederlandse vereniging van hongaarse staande honden vizsla email protected,Potential match
2025-09-19 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,MAP,Landgoed VollenhoveUtrechtsewegDe BiltAanvang: 08.00,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Dirksland Aanvang: 9 UUR,YES,0.863,jachthondentrainingsgroep stichting t sticht,vereniging de drentsche patrijshond email protected,Potential match
2025-09-19 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,MAP,Landgoed VollenhoveUtrechtsewegDe BiltAanvang: 08.00,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Middelharnis Aanvang: 9:00,YES,0.843,jachthondentrainingsgroep stichting t sticht,vereniging vrienden duits draadhaar email protected,Potential match
2025-09-19 00:00:00,Jachthondentrainingsgroep Stichting 't Sticht,MAP,Landgoed VollenhoveUtrechtsewegDe BiltAanvang: 08.00,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],MAP,Jachthondenproef,Landgoed Vollenhove Utrechtseweg De Bilt Aanvang: 08.00,YES,0.733,jachthondentrainingsgroep stichting t sticht,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-19 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,DirkslandAanvang: 9 UUR,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Dirksland Aanvang: 9 UUR,YES,0.686,vereniging de drentsche patrijshond,vereniging de drentsche patrijshond email protected,Potential match
2025-09-19 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,DirkslandAanvang: 9 UUR,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Middelharnis Aanvang: 9:00,YES,0.667,vereniging de drentsche patrijshond,vereniging vrienden duits draadhaar email protected,Potential match
2025-09-19 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,DirkslandAanvang: 9 UUR,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],MAP,Jachthondenproef,Landgoed Vollenhove Utrechtseweg De Bilt Aanvang: 08.00,YES,0.567,vereniging de drentsche patrijshond,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-19 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,MiddelharnisAanvang: 9:00,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Dirksland Aanvang: 9 UUR,YES,0.667,vereniging vrienden duits draadhaar,vereniging de drentsche patrijshond email protected,Potential match
2025-09-19 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,MiddelharnisAanvang: 9:00,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Middelharnis Aanvang: 9:00,YES,0.686,vereniging vrienden duits draadhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-09-19 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,MiddelharnisAanvang: 9:00,Inschrijven,Jachthondentrainingsgroep Stichting 't Sticht [email protected],MAP,Jachthondenproef,Landgoed Vollenhove Utrechtseweg De Bilt Aanvang: 08.00,YES,0.533,vereniging vrienden duits draadhaar,jachthondentrainingsgroep stichting t sticht email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Wilhelminadorp,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Dinteloord Boonhil 4756SN kruisland,YES,0.608,nederlandse vereniging langhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Bracco Italiano Club [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg 19 4697 GM St. Annaland Aanvang: 09.00,YES,0.694,nederlandse vereniging langhaar,bracco italiano club email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Vereniging Liefhebbers van de Engelse Setter [email protected],Veldwedstrijd,Veldwedstrijd,Melissant Molendijk 63 3248 BA Melissant Aanvang: 09:00,YES,0.517,nederlandse vereniging langhaar,vereniging liefhebbers van de engelse setter email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Vereniging Liefhebbers van de Engelse Setter [email protected],Veldwedstrijd,Veldwedstrijd,Melissant Molendijk 63 3248 BA Melissant Aanvang: 09:00,YES,0.517,nederlandse vereniging langhaar,vereniging liefhebbers van de engelse setter email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,Vereniging Jachthondenopleiding Heuvelrug [email protected],MAP,Jachthondenproef,Hindersteyn Langbroekerdijk nabij Rhodensteinselaan. 3972 MC,YES,0.526,nederlandse vereniging langhaar,vereniging jachthondenopleiding heuvelrug email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,KNJV Provincie Groningen Stichting Jachthonden Westerkwartier [email protected],SJP,Jachthondenproef,Landgoedboerderij Oosterheerdt Oosterheerdtstraat 7 9351 BK Leek Aanvang: 08:00,NO,0.403,nederlandse vereniging langhaar,knjv provincie groningen stichting jachthonden westerkwartier email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,"KNJV Provincie Noord-Holland Stichting Jachthonden Noord-Holland, afd. Haarlemmermeer [email protected]",SJP,Jachthondenproef,Haarlemmermeerse bos IJweg 951 2131LV Hoofddorp Aanvang: 08:00,NO,0.320,nederlandse vereniging langhaar,knjv provincie noordholland stichting jachthonden noordholland afd haarlemmermeer email protected,Potential match
2025-09-20 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,Wilhelminadorp,Inschrijven,"Jagersvereniging Gelderland, De Veluwse Polder [email protected]",SJP,Jachthondenproef,Landgoed Klarenbeek Oude Courageweg 1 8085 SC Doornspijk Aanvang: 8.00,NO,0.492,nederlandse vereniging langhaar,jagersvereniging gelderland de veluwse polder email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Wilhelminadorp,YES,0.723,vereniging vrienden duits draadhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Vereniging Vrienden Duits Draadhaar [email protected],Veldwedstrijd,Veldwedstrijd,Dinteloord Boonhil 4756SN kruisland,YES,0.686,vereniging vrienden duits draadhaar,vereniging vrienden duits draadhaar email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Bracco Italiano Club [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg 19 4697 GM St. Annaland Aanvang: 09.00,YES,0.806,vereniging vrienden duits draadhaar,bracco italiano club email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Vereniging Liefhebbers van de Engelse Setter [email protected],Veldwedstrijd,Veldwedstrijd,Melissant Molendijk 63 3248 BA Melissant Aanvang: 09:00,YES,0.567,vereniging vrienden duits draadhaar,vereniging liefhebbers van de engelse setter email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Vereniging Liefhebbers van de Engelse Setter [email protected],Veldwedstrijd,Veldwedstrijd,Melissant Molendijk 63 3248 BA Melissant Aanvang: 09:00,YES,0.567,vereniging vrienden duits draadhaar,vereniging liefhebbers van de engelse setter email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,Vereniging Jachthondenopleiding Heuvelrug [email protected],MAP,Jachthondenproef,Hindersteyn Langbroekerdijk nabij Rhodensteinselaan. 3972 MC,YES,0.596,vereniging vrienden duits draadhaar,vereniging jachthondenopleiding heuvelrug email protected,Potential match
2025-09-20 00:00:00,Vereniging Vrienden Duits Draadhaar,veldwedstrijd,DinteloordBoonhil4756SN kruisland,Inschrijven,KNJV Provincie Groningen Stichting Jachthonden Westerkwartier [email protected],SJP,Jachthondenproef,Landgoedboerderij Oosterheerdt Oosterheerdtstraat 7 9351 BK Leek Aanvang: 08:00,NO,0.442,vereniging vrienden duits draadhaar,knjv provincie groningen stichting jachthonden westerkwartier email protected,Potential match
